dis_no,name,admin_level,admin1,admin2,geom_type_a,geom_type_b,batch_number,area_calculation_method,area_a,area_b,intersection_area,union_area,a_in_b,b_in_a,jaccard,a_contains_b,b_contains_a,a_contains_b_properly,b_contains_a_properly
2021-0825-FRA,Auvergne-Rhône-Alpes,Admin1,Auvergne-Rhône-Alpes,,llm_gadm,GAUL,3,geodetic,71212084061.809,3257778137.462973,3238135519.8997364,71231726679.37224,0.045471714001364925,0.9939705477984042,0.04545917487688049,False,False,False,False
2021-0835-IDN,Aceh Tamiang,Admin2,Aceh,Aceh Tamiang,llm_gadm,GAUL,3,geodetic,2175897164.889859,7521047723.125113,2070944085.9646912,7626000802.050282,0.9517656070246865,0.2753531372493647,0.2715635809280153,False,False,False,False
2021-9078-CHN,Guangxi,Admin1,Guangxi,,llm_gadm,GAUL,3,geodetic,236557620309.3968,1616395965594.1978,235052822060.6078,1617900763842.9868,0.9936387665431329,0.14541784752240508,0.14528259539373026,False,False,False,False
2021-9078-CHN,Hunan,Admin1,Hunan,,llm_gadm,GAUL,3,geodetic,212082762136.61176,1616395965594.1978,209498601649.05927,1618980126081.7502,0.9878153204837651,0.12960846606174634,0.12940158947848668,False,False,False,False
2021-9078-CHN,Yunnan,Admin1,Yunnan,,llm_gadm,GAUL,3,geodetic,383069277947.8544,1616395965594.1978,380510664384.6305,1618954579157.4219,0.9933207549899834,0.23540683872268406,0.2350347991743324,False,False,False,False
2021-9078-CHN,Shaanxi,Admin1,Shaanxi,,llm_gadm,GAUL,3,geodetic,205897626987.519,1616395965594.1978,203724880414.00067,1618568712167.716,0.9894474423755741,0.12603649399676028,0.12586730416971678,False,False,False,False
2021-9078-CHN,Gansu,Admin1,Gansu,,llm_gadm,GAUL,3,geodetic,405178502805.74097,1616395965594.1978,401560832893.5872,1620013635506.3516,0.9910714169505478,0.24842974211827534,0.24787497098323827,False,False,False,False
2021-9078-CHN,Fujian,Admin1,Fujian,,llm_gadm,GAUL,3,geodetic,122121159972.52077,1616395965594.1978,120251277673.98225,1618265847892.7363,0.9846883021831822,0.07439469055453693,0.0743087285878092,False,False,False,False
2021-9116-AFG,Badghis,Admin1,Badghis,,llm_gadm,GAUL,3,geodetic,20587074565.537643,233192333519.42126,20442956221.291153,233336451863.6678,0.9929995714647217,0.08766564454653727,0.08761149858075078,False,False,False,False
2021-9116-AFG,Badakhshan,Admin1,Badakhshan,,llm_gadm,GAUL,3,geodetic,43689993419.76754,233192333519.42126,43199209535.47667,233683117403.7121,0.9887666752527178,0.1852514140730911,0.18486234699122703,False,False,False,False
